,Board Number,Board Name,Board Type,School Number,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,Building Suite,P.O. Box,Street,Municipality,City,Province,Postal Code,Phone Number,Fax Number,School Website,Board Website,Enrolment,Latitude,Longitude,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Academic Mathematics,Change in Grade 9 Academic Mathematics Achievement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Applied Mathematics,Change in Grade 9 Applied Mathematics Achievement Over Three Years,Percentage of Students That Passed the Grade 10 OSSLT on Their First Attempt,Change in Grade 10 OSSLT Literacy Achievement Over Three Years,Percentage of School-Aged Children Who Live in Low-Income Households,"Percentage of Students Whose Parents Have No Degree, Diploma or Certificate",Extract Date,Year
289,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),907642,École secondaire Jeunes sans frontières,Public,Not applicable,Secondary,French,9-12,,,7585 Financial promenade,Brampton,Brampton,Ontario,L6Y5P4,905-450-1106,905-450-7151,http://jeunessansfrontieres.csviamonde.ca/,www.csviamonde.ca/csviamonde,370,43.62401,-79.7588,80,60,5,10,10,0,,,,97 %,3.0,71 %,53.0,97 %,-1.0,20,10,2021-10-07 00:00:00,2017
290,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),934852,École secondaire Le Caron,Public,Not applicable,Secondary,French,9-12,,,22 John rue,Penetanguishene,Penetanguishene,Ontario,L9M1N8,705-549-3202,705-549-4818,http://lecaron.csviamonde.ca/,www.csviamonde.ca/csviamonde,120,44.76085,-79.94,30,65,0,0,15,0,,,,78 %,7.0,N/R,,100 %,10.0,10,5,2021-10-07 00:00:00,2017
291,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),896889,École secondaire Norval-Morrisseau,Public,Not applicable,Secondary,French,9-12,,,51 Wright rue,Richmond Hill,Richmond Hill,Ontario,L4C4A1,905-508-2516,905-508-6970,https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-secondaire-norval-morrisseau/,www.csviamonde.ca/csviamonde,95,43.87773,-79.4413,50,70,0,0,0,0,,,,83 %,-5.0,N/D,,100 %,6.0,20,0,2021-10-07 00:00:00,2017
292,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),925326,École secondaire Roméo Dallaire,Public,Not applicable,Secondary,French,9-12,,,736 Essa chemin,Barrie,Barrie,Ontario,L4N9E9,705-792-2341,705-797-1323,http://romeodallaire.csviamonde.ca,www.csviamonde.ca/csviamonde,120,44.32609,-79.7158,55,50,0,0,15,0,,,,82 %,2.0,N/R,,96 %,-1.0,10,5,2021-10-07 00:00:00,2017
293,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),901037,École secondaire Ronald-Marion,Public,Not applicable,Secondary,French,9-12,,,2235 Brock chemin,Pickering,Pickering,Ontario,L1V2P8,905-683-9730,905-683-1845,https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-secondaire-ronald-marion/,www.csviamonde.ca/csviamonde,150,43.86065,-79.0789,70,50,10,10,5,0,,,,78 %,-13.0,N/R,,90 %,-5.0,15,5,2021-10-07 00:00:00,2017
294,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),952803,École secondaire Toronto Ouest,Public,Not applicable,Secondary,French,9-12,,,330 Lansdowne avenue,Toronto,Toronto,Ontario,M6H3Y1,416-532-6592,416-532-4593,http://ecolesecondairetorontoouest.csviamonde.ca,www.csviamonde.ca/csviamonde,160,43.65334,-79.441,70,50,5,10,15,0,,,,97 %,18.0,N/R,,98 %,10.0,20,10,2021-10-07 00:00:00,2017
295,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),961008,École secondaire de Lamothe-Cadillac,Public,Not applicable,Secondary,French,9-12,,,1775 TOTTEN ST,Windsor,WINDSOR,Ontario,N9B1X4,,,https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-secondaire-de-lamothe-cadillac/,www.csviamonde.ca/csviamonde,105,42.28921,-83.0469,90,70,10,10,10,0,,,,90 %,7.0,55 %,,81 %,-5.0,40,20,2021-10-07 00:00:00,2017
296,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),907588,École secondaire Étienne-Brûlé,Public,Not applicable,Secondary,French,9-12,,,300 Banbury chemin,Toronto,North York,Ontario,M2L2V3,416-397-2085,416-397-2091,http://etiennebrule.csviamonde.ca/,www.csviamonde.ca/csviamonde,290,43.75241,-79.3711,80,60,10,10,10,5,,,,92 %,0.0,30 %,-47.0,85 %,-12.0,25,10,2021-10-07 00:00:00,2017
354,B67318,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),683922,ÉSAC Mère-Teresa,Catholic,Not applicable,Secondary,French,9-12,,,50 Lisgar cour,Hamilton,Hamilton,Ontario,L8T4Y4,905-389-4055,905-389-9496,http://acmt.csdccs.edu.on.ca/,https://www.cscmonavenir.ca/,185,43.2136,-79.828,70,40,10,10,20,0,,,,91 %,7.0,58 %,-7.0,84 %,4.0,15,10,2021-10-07 00:00:00,2017
355,B67318,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),782017,ÉSC Jean-Vanier,Catholic,Not applicable,Secondary,French,9-12,,,620 River chemin,Welland,Welland,Ontario,L3B5N6,905-714-7882,905-714-0776,http://esjv.csdccs.edu.on.ca,https://www.cscmonavenir.ca/,425,43.0106,-79.2335,80,20,0,0,30,0,,,,79 %,3.0,30 %,-5.0,97 %,4.0,15,0,2021-10-07 00:00:00,2017
356,B67318,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),733458,ÉSC Monseigneur-de-Charbonnel,Catholic,Not applicable,Secondary,French,9-12,,,110 Drewry avenue,Toronto,Toronto,Ontario,M2M1C8,416-393-5537,416-393-5486,http://esmdc.csdccs.edu.on.ca/,https://www.cscmonavenir.ca/,230,43.78625,-79.4234,75,35,15,15,15,0,,,,92 %,0.0,N/R,,95 %,0.0,30,15,2021-10-07 00:00:00,2017
357,B67318,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),740390,ÉSC Nouvelle-Alliance,Catholic,Not applicable,Secondary,French,9-12,,,249 Anne nord rue,Barrie,Barrie,Ontario,L4N0B5,705-737-5260,705-737-3121,http://esna.csdccs.edu.on.ca/wp/,https://www.cscmonavenir.ca/,285,44.3958,-79.7159,50,45,0,0,20,0,,,,79 %,-10.0,38 %,-10.0,97 %,7.0,15,0,2021-10-07 00:00:00,2017
358,B67318,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),854087,ÉSC Pape-François,Catholic,Not applicable,Secondary,French,9-12,,,276 Sunset Blvd,Whitchurch - Stouffville,Stouffville,Ontario,L4A3R1,905-642-3440,905-640-7136,,https://www.cscmonavenir.ca/,SP,43.9678,-79.2545,SP,SP,SP,SP,SP,SP,,,,80 %,,N/D,,,,SP,SP,2021-10-07 00:00:00,2017
359,B67318,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),846041,ÉSC Père-Philippe-Lamarche,Catholic,Not applicable,Secondary,French,9-12,,,2850 Eglinton E Avenue,Toronto,Toronto,Ontario,M1J2C8,416-986-6414,,,https://www.cscmonavenir.ca/,SP,43.73929,-79.2408,SP,SP,SP,SP,SP,SP,,,,100 %,,N/R,,,,SP,SP,2021-10-07 00:00:00,2017
360,B67318,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),751073,ÉSC Père-René-de-Galinée,Catholic,Not applicable,Secondary,French,9-12,,,450 Maple Grove chemin,Cambridge,Cambridge,Ontario,N3H4R7,519-650-9444,519-650-9313,http://prdg.csdccs.edu.on.ca/,https://www.cscmonavenir.ca/,330,43.4243,-80.3817,55,50,0,5,15,0,,,,87 %,-5.0,36 %,-4.0,99 %,0.0,5,5,2021-10-07 00:00:00,2017
361,B67318,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),705357,ÉSC Renaissance,Catholic,Not applicable,Secondary,French,9-12,,,700 Bloomington ouest chemin,Aurora,Aurora,Ontario,L4G0E1,905-727-4631,905-727-4135,http://esr.csdccs.edu.on.ca/wp/,https://www.cscmonavenir.ca/,460,43.9583,-79.4838,70,40,0,0,20,0,,,,96 %,3.0,61 %,9.0,93 %,0.0,10,0,2021-10-07 00:00:00,2017
362,B67318,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),706477,ÉSC Saint-Charles-Garnier,Catholic,Not applicable,Secondary,French,9-12,,,4101 Baldwin sud rue,Whitby,Whitby,Ontario,L1R2W6,905-655-5635,905-655-8002,http://esscg.csdccs.edu.on.ca/wp/,https://www.cscmonavenir.ca/,310,43.9178,-78.9573,80,20,0,0,20,5,,,,100 %,11.0,62 %,-14.0,94 %,-1.0,10,5,2021-10-07 00:00:00,2017
363,B67318,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),691950,ÉSC Saint-Frère-André,Catholic,Not applicable,Secondary,French,9-12,,,330 LANSDOWNE AVE,Toronto,TORONTO,Ontario,M6H3Y1,416-393-5324,416-397-2043,https://essfa.cscmonavenir.ca/,https://www.cscmonavenir.ca/,140,43.65251,-79.4406,70,40,5,5,20,5,,,,97 %,12.0,60 %,,97 %,12.0,25,10,2021-10-07 00:00:00,2017
364,B67318,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),790001,ÉSC Sainte-Famille,Catholic,Not applicable,Secondary,French,9-12,,,1780 Meadowvale boulevard,Mississauga,Mississauga,Ontario,L5N7K8,905-814-0318,905-814-8480,http://essf.csdccs.edu.on.ca/wp/,https://www.cscmonavenir.ca/,465,43.61473,-79.7478,75,40,10,5,15,0,,,,97 %,4.0,67 %,42.0,92 %,-5.0,15,5,2021-10-07 00:00:00,2017
365,B67318,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),865368,ÉSC Sainte-Trinité,Catholic,Not applicable,Secondary,French,9-12,,,2600 Grand Oak Trail,Oakville,Oakville,Ontario,L6M0R4,905-339-0812,905-469-2199,,https://www.cscmonavenir.ca/,290,43.43788,-79.7734,80,35,0,5,20,5,,,,91 %,-7.0,50 %,-25.0,95 %,3.0,10,0,2021-10-07 00:00:00,2017
414,B28118,CS public du Grand Nord de l'Ontario,Pub Dist Sch Brd (E/F),955622,École Cap sur l'Avenir,Public,Alternative,Secondary,French,9-12,,,190 Larch rue,Greater Sudbury,Sudbury,Ontario,P3E1C5,705-671-6335,705-671-2008,ecsa.cspgno.ca,www.cspgno.ca,SP,46.49173,-80.9922,SP,SP,SP,SP,SP,SP,,,,N/D,,N/R,,N/R,,SP,SP,2021-10-07 00:00:00,2017
430,B28118,CS public du Grand Nord de l'Ontario,Pub Dist Sch Brd (E/F),912573,École secondaire Château-Jeunesse,Public,Not applicable,Secondary,French,9-12,,,167 Centennial promenade,Greenstone,Longlac,Ontario,P0T2A0,807-876-1621,807-876-2772,escj.cspgno.ca,www.cspgno.ca,SP,49.77619,-86.5267,SP,SP,SP,SP,SP,SP,,,,N/R,,20 %,,79 %,,SP,SP,2021-10-07 00:00:00,2017
431,B28118,CS public du Grand Nord de l'Ontario,Pub Dist Sch Brd (E/F),924792,École secondaire Cité-Supérieure,Public,Not applicable,Secondary,French,9-12,,,14 Hemlo promenade,Marathon,Marathon,Ontario,P0T2E0,807-229-0557,807-229-0937,escs.cspgno.ca,www.cspgno.ca,SP,48.71794,-86.372,SP,SP,SP,SP,SP,SP,,,,N/R,,N/R,,N/R,,SP,SP,2021-10-07 00:00:00,2017
432,B28118,CS public du Grand Nord de l'Ontario,Pub Dist Sch Brd (E/F),907448,École secondaire Hanmer,Public,Not applicable,Secondary,French,9-12,,,4800 Notre Dame ave,Greater Sudbury,Hanmer,Ontario,P3P1X5,705-969-4402,705-969-3643,esh.cspgno.ca,www.cspgno.ca,90,46.65914,-80.9435,90,10,0,0,40,0,,,,73 %,15.0,N/R,,68 %,1.0,0,0,2021-10-07 00:00:00,2017
433,B28118,CS public du Grand Nord de l'Ontario,Pub Dist Sch Brd (E/F),907570,École secondaire Macdonald-Cartier,Public,Not applicable,Secondary,French,9-12,,,37 Lasalle ouest boul,Greater Sudbury,Sudbury,Ontario,P3A1W1,705-566-7660,705-566-3433,esmc.cspgno.ca,www.cspgno.ca,315,46.5216,-80.9884,70,30,5,0,35,0,,,,91 %,22.0,44 %,,89 %,16.0,15,0,2021-10-07 00:00:00,2017
434,B28118,CS public du Grand Nord de l'Ontario,Pub Dist Sch Brd (E/F),965570,École secondaire Villa Française des Jeunes,Public,Not applicable,Secondary,French,9-12,,,11 Edinburgh ch,Elliot Lake,Elliot Lake,Ontario,P5A2M3,705-848-2259,705-848-2390,esvfj.cspgno.ca,www.cspgno.ca,SP,46.38058,-82.6604,SP,SP,SP,SP,SP,SP,,,,N/R,,N/R,,N/R,,SP,SP,2021-10-07 00:00:00,2017
435,B28118,CS public du Grand Nord de l'Ontario,Pub Dist Sch Brd (E/F),911100,École secondaire de la Rivière-des-Français,Public,Not applicable,Secondary,French,9-12,,,11 Lahaie rue,French River,Noëlville,Ontario,P0M2N0,705-898-2282,705-898-2134,esrdf.cspgno.ca,www.cspgno.ca,SP,46.13144,-80.4334,SP,SP,SP,SP,SP,SP,,,,N/R,,N/R,,N/R,,SP,SP,2021-10-07 00:00:00,2017
436,B28118,CS public du Grand Nord de l'Ontario,Pub Dist Sch Brd (E/F),890817,École secondaire l'Orée des Bois,Public,Not applicable,Secondary,French,9-12,,,159 Avenue du Parc,Dubreuilville,Dubreuilville,Ontario,P0S1B0,705-884-2222,705-884-1915,esodb.cspgno.ca,www.cspgno.ca,SP,48.34862,-84.5477,SP,SP,SP,SP,SP,SP,,,,N/R,,N/R,,N/R,,SP,SP,2021-10-07 00:00:00,2017
443,B28100,CSD du Nord-Est de l'Ontario,Pub Dist Sch Brd (E/F),902306,École secondaire Cochrane,Public,Not applicable,Secondary,French,9-12,,,310 Algonquin avenue,North Bay,North  Bay,Ontario,P1B4W2,705-472-3030,705-472-0606,cano.cspne.ca,www.cspne.ca,75,46.31401,-79.465985,90,10,0,0,30,0,,,,N/R,,N/R,,N/R,,10,0,2021-10-07 00:00:00,2017
444,B28100,CSD du Nord-Est de l'Ontario,Pub Dist Sch Brd (E/F),946117,École secondaire Northern,Public,Not applicable,Secondary,French,9-12,,,175 Ethel rue,West Nipissing,Sturgeon Falls,Ontario,P2B2Z8,705-753-2888,705-753-2400,nipissing-ouest.cspne.ca,www.cspne.ca,95,46.37393,-79.9203,80,20,0,0,40,0,,,,81 %,31.0,40 %,,75 %,1.0,20,10,2021-10-07 00:00:00,2017
445,B28100,CSD du Nord-Est de l'Ontario,Pub Dist Sch Brd (E/F),966753,École secondaire Passeport Jeunesse,Public,Not applicable,Secondary,French,9-12,,,75 9e Rue,Hearst,Hearst,Ontario,P0L1N0,705-362-7111,705-362-7118,passeport-jeunesse.cspne.ca,www.cspne.ca,SP,49.6839,-83.6658,SP,SP,SP,SP,SP,SP,,,,,,,,N/R,,SP,SP,2021-10-07 00:00:00,2017
446,B28100,CSD du Nord-Est de l'Ontario,Pub Dist Sch Brd (E/F),922870,École secondaire Renaissance,Public,Not applicable,Secondary,French,9-12,,,301 Shirley N rue,Timmins,Timmins,Ontario,P4R1N5,705-264-7474,705-267-2233,renaissance.cspne.ca,www.cspne.ca,95,48.4776,-81.3788,70,30,0,0,30,0,,,,56 %,-36.0,N/R,,74 %,-17.0,10,10,2021-10-07 00:00:00,2017
447,B28100,CSD du Nord-Est de l'Ontario,Pub Dist Sch Brd (E/F),918296,École secondaire l'Alliance,Public,Not applicable,Secondary,French,9-12,,,296 Cambridge avenue,Iroquois Falls,Iroquois Falls,Ontario,P0K1E0,705-258-3223,705-258-3510,ecolealliance.ca,www.cspne.ca,SP,48.7689,-80.682,SP,SP,SP,SP,SP,SP,,,,N/R,,N/R,,N/R,,SP,SP,2021-10-07 00:00:00,2017
448,B28100,CSD du Nord-Est de l'Ontario,Pub Dist Sch Brd (E/F),919055,École secondaire publique Echo du Nord,Public,Not applicable,Secondary,French,9-12,,,2 Montgomery avenue,Kapuskasing,Kapuskasing,Ontario,P5N0A4,705-335-6600,705-335-5255,echo-du-nord.cspne.ca,www.cspne.ca,60,49.42065,-82.4345,90,10,0,0,30,0,,,,N/R,,N/R,,N/R,,20,0,2021-10-07 00:00:00,2017
449,B28100,CSD du Nord-Est de l'Ontario,Pub Dist Sch Brd (E/F),909335,École secondaire publique Odyssée,Public,Not applicable,Secondary,French,9-12,,,480 Norman ave,North Bay,North Bay,Ontario,P1B0A8,705-474-5500,705-474-6660,odyssee.cspne.ca,www.cspne.ca,80,46.32885,-79.4352,60,30,0,0,40,0,,,,78 %,32.0,N/R,,50 %,-32.0,10,10,2021-10-07 00:00:00,2017
454,B29114,CSDC Franco-Nord,Cath Dist Sch Brd (E/F),685011,École secondaire catholique Algonquin,Catholic,Not applicable,Secondary,French,9-12,,,555 Algonquin avenue,North Bay,North Bay,Ontario,P1B4W8,705-472-8240,705-472-8476,https://www.franco-nord.ca/escalgonquin,www.franco-nord.ca,475,46.31815,-79.4664,70,25,0,0,30,0,,,,95 %,6.0,54 %,4.0,83 %,-6.0,10,0,2021-10-07 00:00:00,2017
456,B29114,CSDC Franco-Nord,Cath Dist Sch Brd (E/F),710660,École secondaire catholique Franco-Cité,Catholic,Not applicable,Secondary,French,9-12,,,90 Main rue,West Nipissing,Sturgeon Falls,Ontario,P2B2Z7,705-753-1510,705-753-5370,https://www.franco-nord.ca/francocite,www.franco-nord.ca,310,46.37252,-79.9282,90,10,0,0,30,0,,,,94 %,3.0,50 %,7.0,88 %,-1.0,15,5,2021-10-07 00:00:00,2017
457,B29114,CSDC Franco-Nord,Cath Dist Sch Brd (E/F),710504,École secondaire catholique Élisabeth-Bruyère,Catholic,Not applicable,Secondary,French,9-12,,,359 Brydges rue,Mattawa,Mattawa,Ontario,P0H1V0,705-744-5505,705-744-0899,https://esceb.franco-nord.ca/,www.franco-nord.ca,SP,46.3186,-78.7119,SP,SP,SP,SP,SP,SP,,,,N/R,,N/R,,N/R,,SP,SP,2021-10-07 00:00:00,2017
476,B67326,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),704920,École secondaire catholique Embrun,Catholic,Not applicable,Secondary,French,9-12,,,1276 St-Jacques rue,Russell,Embrun,Ontario,K0A1W0,613-443-2186,613-443-9043,https://esce.csdceo.ca/,www.csdceo.ca,415,45.2718,-75.2747,100,0,0,0,15,0,,,,86 %,-4.0,23 %,-20.0,92 %,-2.0,0,0,2021-10-07 00:00:00,2017
477,B67326,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),728330,École secondaire catholique L'Escale,Catholic,Not applicable,Secondary,French,9-12,,,1535 du Parc avenue,Clarence-Rockland,Rockland,Ontario,K4K1K6,613-446-5169,613-446-6219,http://lescale.csdceo.ca,www.csdceo.ca,515,45.54985,-75.2865,97,4,0,0,22,1,,,,91 %,1.0,70 %,24.0,97 %,5.0,8,3,2021-10-07 00:00:00,2017
478,B67326,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),725684,École secondaire catholique La Citadelle,Catholic,Not applicable,Secondary,French,9-12,,,510 McConnell avenue,Cornwall,Cornwall,Ontario,K6H4M1,613-933-0172,613-933-3886,http://www.lacitadelle.csdceo.ca,www.csdceo.ca,370,45.02339,-74.7132,85,10,0,0,35,0,,,,81 %,-8.0,46 %,8.0,85 %,-8.0,20,10,2021-10-07 00:00:00,2017
479,B67326,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),752908,École secondaire catholique Le Relais,Catholic,Not applicable,Secondary,French,9-12,,,100 McNabb rue,North Glengarry,Alexandria,Ontario,K0C1A0,613-525-3315,613-525-5596,http://lerelais.csdceo.ca,www.csdceo.ca,180,45.3161,-74.6348,95,0,0,0,25,0,,,,85 %,2.0,54 %,,85 %,-9.0,20,5,2021-10-07 00:00:00,2017
480,B67326,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),695050,École secondaire catholique de Casselman,Catholic,Not applicable,Secondary,French,9-12,,,778 Brébeuf rue,Casselman,Casselman,Ontario,K0A1M0,613-764-2991,613-764-3390,http://escc.csdceo.ca,www.csdceo.ca,540,45.31603,-75.0879,96,4,0,1,28,3,,,,88 %,-1.0,62 %,30.0,91 %,2.0,9,1,2021-10-07 00:00:00,2017
481,B67326,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),752720,École secondaire catholique de Plantagenet,Catholic,Not applicable,Secondary,French,9-12,,,6150 de comté 17 chemin,Alfred and Plantagenet,Plantagenet,Ontario,K0B1L0,613-673-5124,613-673-2294,https://escp.csdceo.ca/,www.csdceo.ca,230,45.54564,-74.997,95,5,0,0,20,5,,,,83 %,2.0,50 %,-12.0,94 %,9.0,10,5,2021-10-07 00:00:00,2017
482,B67326,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),713740,École secondaire catholique régionale de Hawkesbury,Catholic,Not applicable,Secondary,French,9-12,,,572 Kitchener rue,Hawkesbury,Hawkesbury,Ontario,K6A2P3,613-632-7055,613-632-5455,http://www.escrh.csdceo.ca,www.csdceo.ca,400,45.60621,-74.6252,95,0,0,0,30,0,,,,85 %,4.0,35 %,4.0,95 %,4.0,20,0,2021-10-07 00:00:00,2017
518,B29130,CSDC des Aurores boréales,Cath Dist Sch Brd (E/F),701718,École secondaire catholique de La Vérendrye,Catholic,Not applicable,Secondary,French,9-12,,,175 High Nord rue,Thunder Bay,Thunder Bay,Ontario,P7A8C7,807-344-8866,807-345-2662,www.csdcab.on.ca/la-verendrye,www.csdcab.on.ca,120,48.44435,-89.2294,40,60,0,0,25,0,,,,81 %,5.0,N/R,,93 %,5.0,10,0,2021-10-07 00:00:00,2017
519,B29106,CSDC des Grandes Rivières,Cath Dist Sch Brd (E/F),865638,CEA Kapuskasing,Catholic,Adult,Secondary,French,9-12,,,,,,,,,,,,SP,,,SP,SP,SP,SP,SP,SP,,,,,,,,,,SP,SP,2021-10-07 00:00:00,2017
520,B29106,CSDC des Grandes Rivières,Cath Dist Sch Brd (E/F),696153,CEA New Liskeard,Catholic,Adult,Secondary,French,9-12,,,,,,,,,,,,SP,,,SP,SP,SP,SP,SP,SP,,,,N/R,,N/R,,N/R,,SP,SP,2021-10-07 00:00:00,2017
521,B29106,CSDC des Grandes Rivières,Cath Dist Sch Brd (E/F),705949,La Clef,Catholic,Adult,Secondary,French,9-12,Édifice D,,896 Riverside promenade,Timmins,Timmins,Ontario,P4N3W2,705-267-1421,705-360-1870,http://www.cscdgr.education,www.cscdgr.on.ca,SP,48.47693,-81.3619,SP,SP,SP,SP,SP,SP,,,,,,,,N/D,,SP,SP,2021-10-07 00:00:00,2017
535,B29106,CSDC des Grandes Rivières,Cath Dist Sch Brd (E/F),724157,École catholique Nouveau Regard-Pavillon Jeunesse Nord,Catholic,Not applicable,Secondary,French,9-12,,,2-399 8e rue,Cochrane,Cochrane,Ontario,P0L1C0,705-272-3080,705-272-5436,http://www.cscdgr.education,www.cscdgr.on.ca,100,49.071,-81.0134,80,20,0,0,10,0,,,,74 %,-8.0,N/R,,89 %,14.0,10,20,2021-10-07 00:00:00,2017
550,B29106,CSDC des Grandes Rivières,Cath Dist Sch Brd (E/F),698725,École secondaire catholique Cité des Jeunes,Catholic,Not applicable,Secondary,French,9-12,,,10 Cité des Jeunes boulevard,Kapuskasing,Kapuskasing,Ontario,P5N2K2,705-335-6057,705-335-6063,http://www.cscdgr.education,www.cscdgr.on.ca,220,49.41665,-82.4073,100,5,0,0,20,0,,,,70 %,-22.0,15 %,-6.0,87 %,3.0,20,0,2021-10-07 00:00:00,2017
551,B29106,CSDC des Grandes Rivières,Cath Dist Sch Brd (E/F),835005,École secondaire catholique Georges-Vanier,Catholic,Not applicable,Secondary,French,9-12,,,120 Ross chemin,Smooth Rock Falls,Smooth Rock Falls,Ontario,P0L2B0,705-338-2787,705-338-2520,http://www.cscdgr.education,www.cscdgr.on.ca,SP,49.27929,-81.6223,SP,SP,SP,SP,SP,SP,,,,N/R,,N/R,,N/R,,SP,SP,2021-10-07 00:00:00,2017
552,B29106,CSDC des Grandes Rivières,Cath Dist Sch Brd (E/F),711110,École secondaire catholique Hearst,Catholic,Not applicable,Secondary,French,9-12,,,30 10e rue,Hearst,Hearst,Ontario,P0L1N0,705-362-4283,705-362-5005,http://www.cscdgr.education,www.cscdgr.on.ca,270,49.68406,-83.6662,90,5,0,0,25,0,,,,97 %,3.0,77 %,19.0,88 %,-1.0,10,5,2021-10-07 00:00:00,2017
553,B29106,CSDC des Grandes Rivières,Cath Dist Sch Brd (E/F),705020,École secondaire catholique Jean-Vanier,Catholic,Not applicable,Secondary,French,9-12,,,54 Duncan Sud avenue,Kirkland Lake,Kirkland Lake,Ontario,P2N1Y1,705-567-9266,705-567-9733,http://www.cscdgr.education,www.cscdgr.on.ca,75,48.1488,-80.0307,70,30,0,0,20,0,,,,100 %,,N/R,,100 %,15.0,10,0,2021-10-07 00:00:00,2017
554,B29106,CSDC des Grandes Rivières,Cath Dist Sch Brd (E/F),686085,École secondaire catholique L'Alliance,Catholic,Not applicable,Secondary,French,9-12,3e étage,,44 Anson promenade,Iroquois Falls,Iroquois Falls,Ontario,P0K1E0,705-258-3223,705-258-3510,http://www.cscdgr.education,www.cscdgr.on.ca,SP,48.76882,-80.6833,SP,SP,SP,SP,SP,SP,,,,N/R,,N/R,,70 %,-30.0,SP,SP,2021-10-07 00:00:00,2017
555,B29106,CSDC des Grandes Rivières,Cath Dist Sch Brd (E/F),822507,École secondaire catholique Sainte-Marie,Catholic,Not applicable,Secondary,French,9-12,,,340 Hessle avenue,New Liskeard,New Liskeard,Ontario,P0J1P0,705-647-7376,705-647-9727,http://www.cscdgr.education,www.cscdgr.on.ca,275,47.51641,-79.6603,80,15,0,0,25,0,,,,94 %,-1.0,50 %,-9.0,79 %,-15.0,10,10,2021-10-07 00:00:00,2017
556,B29106,CSDC des Grandes Rivières,Cath Dist Sch Brd (E/F),864650,École secondaire catholique Theriault,Catholic,Not applicable,Secondary,French,9-12,,,341 Thériault boulevard,Timmins,Timmins,Ontario,P4N7K3,705-267-1491,705-267-2721,http://www.cscdgr.education,www.cscdgr.on.ca,640,48.48255,-81.3489,76,24,0,0,16,0,,,,76 %,-17.0,11 %,-42.0,88 %,-2.0,11,9,2021-10-07 00:00:00,2017
568,B67334,CSDC du Centre-Est de l'Ontario,Cath Dist Sch Brd (E/F),855949,École secondaire catholique Académie catholique Ange-Gabriel,Catholic,Not applicable,Secondary,French,9-12,,,1515 Kensington prom.,Brockville,Brockville,Ontario,K6V6H9,613-345-5914,613-345-4421,http://www.ange-gabriel.ecolecatholique.ca/,www.ecolecatholique.ca/fr/,55,44.61169,-75.7182,40,60,0,0,10,0,,,,94 %,-6.0,N/D,,100 %,,10,10,2021-10-07 00:00:00,2017
569,B67334,CSDC du Centre-Est de l'Ontario,Cath Dist Sch Brd (E/F),705314,École secondaire catholique Béatrice-Desloges,Catholic,Not applicable,Secondary,French,9-12,,,1999 Provence av.,Ottawa,Orléans,Ontario,K4A3Y6,613-820-3391,613-830-5457,http://www.beatrice-desloges.ecolecatholique.ca/,www.ecolecatholique.ca/fr/,885,45.4687,-75.4595,86,17,1,1,18,0,,,,92 %,3.0,67 %,4.0,96 %,0.0,6,0,2021-10-07 00:00:00,2017
